ID,Parameter,Symbol,Conditions,Min,Typ,Max,Guarantee Level,Export to datasheet,ID,Name,ID,Test Name,Test Number,Test #,Test Name,Test Type,Temp,Unit,Mean,Median,Standard Deviation,Min,Max,Unnamed: 10,Default Scales?,Process Dependent,Scale (Down),Offset (Down),Scale (Up),Offset (Up),N Sigma (Down),N Sigma (Up),GBD No Scale Min,GBD No Scale Max,GBD Min,GBD Max,EC/QA Low Limit (from tester),EC/QA High Limit (from tester),EC/QA Low Limit (Override),EC/QA High Limit (Override),EC / QA Min (Input),EC / QA Max (Input),GB Type,Tester Accuracy,HW Component Accuracy,T2T Gage or Combined Gage Sigma,B2B Gage Sigma,Correlation Target,Correlation Delta Min,Correlation Delta Max,Insertion Repeatability,Supply Mean Shift,Correlation Components Required?,Calculation Blank?,GB Test Type?,Limits Method,Temperature Components Required?,Means of Temperatures tested,Temperature Mean Shift (Min),Temperature Mean Shift (Max),NegDrift,PosDrift,Temperature Sigma Drift,Temperature Sigma Drift.1,Temperature Sigma Shift (Min),Temperature Sigma Shift (Max),Calculated Gage Components,Valid NegDrift,Valid PosDrift,EC Shift (Min),EC Shift (Max),Uncertainty GB (Min),Uncertainty GB (Max),Default Guardband (Min),Default Guardband (Max),Calculated Guardband (Min),Calculated Guardband (Max),Override Guardband (Min),Override Guardband (Max),Applied Guardband (Min),Applied Guardband (Max),Calc EC?,EC / QA Min (Output),EC / QA Max (Output),FT Min,FT Max,(For Calc Only) SPF (Min),(For Calc Only) SPF (Max),(For Calc Only) FT SPF (Min),(For Calc Only) FT SPF (Min).1,"QA
GBD
HZ06-PSPEC2-121,Output Stage On-Resistance Matching,,​OUTP PMOS + OUTN NMOS vs OUTP NMOS + OUTN PMOS,,25,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1856,NMOS Matching,HZ06-MVPATE-1884,NMOS Matching,7230,NMOS_Match  -1 <> NMOS_Match,%%,-9.058083,0.79,4.22E+04,NMOS_Match  -1 <> NMOS_Match,%%,-7.669516000000001,0.768,4.34E+04,NMOS_Match  -1 <> NMOS_Match,%%,-5.109262999999999,0.9470000000000001,3.52E+04
HZ06-PSPEC2-121,Output Stage On-Resistance Matching,,​OUTP PMOS + OUTN NMOS vs OUTP NMOS + OUTN PMOS,,25,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1855,PMOS Matching,HZ06-MVPATE-1883,PMOS Matching,7225,PMOS_Match  -1 <> PMOS_Match,%%,-0.0162,1.142295,2.92E+04,PMOS_Match  -1 <> PMOS_Match,%%,-0.56,1.072206,3.11E+04,PMOS_Match  -1 <> PMOS_Match,%%,-0.127,2.743193,1.22E+04
HZ06-PSPEC2-278,Amplifier Short Circuit Autorestart,,Amplifier outputs exceed output current limit.,,100,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-344,Load Resistance,R SPK,,3.2,,,VI - Internal Design Target,No,,,,,
HZ06-PSPEC2-345,Load Inductance,L SPK,,0,,300,VI - Internal Design Target,No,,,,,
HZ06-PSPEC2-122,Resolution,,,,8,,VI - Internal Design Target,Yes,,,,,
HZ06-PSPEC2-123,VBAT Measurement Voltage Range,,,2.65,,5.5,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-765,Batt_ADC_MaxV,HZ06-MVPATE-765,Batt_ADC_MaxV,1515,ADC_MaxV_Post vbat 4.a26 <> ADC_MaxV_Post,V,5.59762,0.00665,2.624,ADC_MaxV_Post vbat 4.a26 <> ADC_MaxV_Post,V,5.601189,0.00824,1.165,ADC_MaxV_Post vbat 4.a26 <> ADC_MaxV_Post,V,5.590704,0.00809,1.619
HZ06-PSPEC2-123,VBAT Measurement Voltage Range,,,2.65,,5.5,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-763,Batt_ADC_MinV,HZ06-MVPATE-763,Batt_ADC_MinV,1520,ADC_MinV_Post vbat 4.a26 <> ADC_MinV_Post,V,2.396009,0.00685,2.239,ADC_MinV_Post vbat 4.a26 <> ADC_MinV_Post,V,2.397119,0.00785,1.576,ADC_MinV_Post vbat 4.a26 <> ADC_MinV_Post,V,2.394325,0.0071400000000000005,1.602
HZ06-PSPEC2-124,VBAT Measurement Accuracy,,T A  = 25°C,-37.5,,37.5,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-767,Batt_abs_acc,HZ06-MVPATE-767,Batt_abs_acc,1545,"Batt_Abs_Acc PVDD, VBAT -1 <> Batt_Abs_Acc",mV,10.221680000000001,7.680186999999999,1.184,"Batt_Abs_Acc PVDD, VBAT -1 <> Batt_Abs_Acc",mV,9.359606,7.676713,1.548,"Batt_Abs_Acc PVDD, VBAT -1 <> Batt_Abs_Acc",mV,17.07921,9.284538000000001,1.002
HZ06-PSPEC2-125,VBAT Measurement Accuracy,,Across specified T A  range,-45,,45,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-767,Batt_abs_acc,HZ06-MVPATE-767,Batt_abs_acc,1545,"Batt_Abs_Acc PVDD, VBAT -1 <> Batt_Abs_Acc",mV,10.221680000000001,7.680186999999999,1.184,"Batt_Abs_Acc PVDD, VBAT -1 <> Batt_Abs_Acc",mV,9.359606,7.676713,1.548,"Batt_Abs_Acc PVDD, VBAT -1 <> Batt_Abs_Acc",mV,17.07921,9.284538000000001,1.002
HZ06-PSPEC2-126,PVDD Measurement Voltage Range,,,6,,11,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-771,Bst_ADC_MaxV,HZ06-MVPATE-771,Bst_ADC_MaxV,1550,Boost_ADC_MaxV pvdd_hf 7.c2 <> Boost_ADC_MaxV,V,11.19225,0.0165,3.889,Boost_ADC_MaxV pvdd_hf 7.c2 <> Boost_ADC_MaxV,V,11.19824,0.0188,3.073,Boost_ADC_MaxV pvdd_hf 7.c2 <> Boost_ADC_MaxV,V,11.175360000000001,0.0206,2.432
HZ06-PSPEC2-126,PVDD Measurement Voltage Range,,,6,,11,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-769,Bst_ADC_MinV,HZ06-MVPATE-769,Bst_ADC_MinV,1555,Boost_ADC_MinV pvdd_hf 7.c2 <> Boost_ADC_MinV,V,4.787159,0.0124,5.034,Boost_ADC_MinV pvdd_hf 7.c2 <> Boost_ADC_MinV,V,4.788730999999999,0.0154,3.648,Boost_ADC_MinV pvdd_hf 7.c2 <> Boost_ADC_MinV,V,4.781097,0.0167,3.208
HZ06-PSPEC2-127,PVDD Measurement Accuracy,,,-100,,100,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-773,Bst_abs_acc,HZ06-MVPATE-773,Bst_abs_acc,1580,"Boost_ADC_Abs_Acc PVDD, VBAT -1 <> Boost_ADC_Abs_Acc",mV,18.47291,14.6285,1.858,"Boost_ADC_Abs_Acc PVDD, VBAT -1 <> Boost_ADC_Abs_Acc",mV,17.85714,14.008989999999999,1.955,"Boost_ADC_Abs_Acc PVDD, VBAT -1 <> Boost_ADC_Abs_Acc",mV,28.7037,16.08776,1.477
HZ06-PSPEC2-129,Temperature Measurement Accuracy,,T A  = 25°C to 150°C,,±8,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-776,ADC_Temp_acc,HZ06-MVPATE-776,ADC_Temp_acc,1595,ADC_Temp_Acc  -1 <> ADC_Temp_Acc,0,0.17,0.6990000000000001,3.736,ADC_Temp_Acc  -1 <> ADC_Temp_Acc,0,-3.049852,0.971,22.988,ADC_Temp_Acc  -1 <> ADC_Temp_Acc,0,-55.759240000000005,0.0963,49.293
HZ06-PSPEC2-130,BDE Gain Attack Delay Time to Gain Change,,Measurement ADC sampling VBAT at 512kHz,,10,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-131,BDE Gain Attack Delay Time to Interrupt,,Measurement ADC sampling VBAT at 512kHz,,5,,VI - Internal Design Target,Yes,,,,,
HZ06-PSPEC2-132,Resolution,,,,16,,VI - Internal Design Target,Yes,,,,,
HZ06-PSPEC2-133,Sample Rate,,,4,,48,VI - Internal Design Target,Yes,,,,,
HZ06-PSPEC2-134,Voltage Range,,,,+/-11,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-998,V_gain_20V,HZ06-MVPATE-998,V_gain_20V,4560,VGain_22V  -1 <> VGain_22V,mV,996.0911,2.015575,1.684,VGain_22V  -1 <> VGain_22V,mV,998.4887,1.4708649999999999,5.363,VGain_22V  -1 <> VGain_22V,mV,994.0525,2.14574,3.077
HZ06-PSPEC2-135,DC Offset Voltage,,"Z SPK  = 8Ω+33μH or 4Ω+33μH, 3.7Hz DC blocking filter enabled",,+/-0.2,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735,Scan_DBF  -1 <> Scan_DBF,0,0.0,0.0,n/a,Scan_DBF  -1 <> Scan_DBF,0,0.0,0.0,n/a,Scan_DBF  -1 <> Scan_DBF,0,0.0,0.0,n/a
HZ06-PSPEC2-135,DC Offset Voltage,,"Z SPK  = 8Ω+33μH or 4Ω+33μH, 3.7Hz DC blocking filter enabled",,+/-0.2,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a
HZ06-PSPEC2-135,DC Offset Voltage,,"Z SPK  = 8Ω+33μH or 4Ω+33μH, 3.7Hz DC blocking filter enabled",,+/-0.2,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725,Scan_SBF  -1 <> Scan_SBF,0,0.0,0.0,n/a,Scan_SBF  -1 <> Scan_SBF,0,0.0,0.0,n/a,Scan_SBF  -1 <> Scan_SBF,0,0.0,0.0,n/a
HZ06-PSPEC2-135,DC Offset Voltage,,"Z SPK  = 8Ω+33μH or 4Ω+33μH, 3.7Hz DC blocking filter enabled",,+/-0.2,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730,Scan_TDF  -1 <> Scan_TDF,0,0.0,0.0,n/a,Scan_TDF  -1 <> Scan_TDF,0,0.0,0.0,n/a,Scan_TDF  -1 <> Scan_TDF,0,0.0,0.0,n/a
HZ06-PSPEC2-136,DC Offset Voltage,,"Z SPK  = 8Ω+33μH or 4Ω+33μH, DC blocking filter disabled",,TBD (1σ),,"IV - Not Production Tested, Characterized by ATE",No,HZ06-MVPHUB-1001,VMON_Offset,HZ06-MVPATE-1001,VMON_Offset,4575,VMON_Offset_10V  -1 <> VMON_Offset_10V,mV,-42.603159999999995,22.9424,4.03,VMON_Offset_10V  -1 <> VMON_Offset_10V,mV,-2.252843,20.314629999999998,4.689,VMON_Offset_10V  -1 <> VMON_Offset_10V,mV,-65.60332,23.84271,3.109
HZ06-PSPEC2-137,Dynamic Range,DNR,"f = 1kHz, AC measurement bandwidth = 22Hz-15kHz, unweighted, boost on",,80,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-1003,"VMON_DNR_8p5V(-60dB, 22-20KHz)",HZ06-MVPATE-1003,"VMON_DNR_8p5V(-60dB, 22-20KHz)",7340,Vsense_DR  -1 <> Vsense_DR,dB,78.44467,0.341,40.586,Vsense_DR  -1 <> Vsense_DR,dB,77.84461,0.35700000000000004,39.339,Vsense_DR  -1 <> Vsense_DR,dB,79.31716,0.391,34.691
HZ06-PSPEC2-325,Dynamic Range,DNR,"f = 1kHz, AC measurement bandwidth = 22Hz-15kHz, unweighted, boost bypassed",,78,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-1846,"VMON_DNR_bst_bypassed_3p7V(-60dB, 22-20KHz)",HZ06-MVPATE-1953,"VMON_DNR_bst_bypassed_3p7V(-60dB, 22-20KHz)",7340,Vsense_DR  -1 <> Vsense_DR,dB,78.44467,0.341,40.586,Vsense_DR  -1 <> Vsense_DR,dB,77.84461,0.35700000000000004,39.339,Vsense_DR  -1 <> Vsense_DR,dB,79.31716,0.391,34.691
HZ06-PSPEC2-138,Dynamic Range,DNR,"f = 1kHz, AC measurement bandwidth = 22Hz-20kHz, unweighted, boost on",,79,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-1003,"VMON_DNR_8p5V(-60dB, 22-20KHz)",HZ06-MVPATE-1003,"VMON_DNR_8p5V(-60dB, 22-20KHz)",7340,Vsense_DR  -1 <> Vsense_DR,dB,78.44467,0.341,40.586,Vsense_DR  -1 <> Vsense_DR,dB,77.84461,0.35700000000000004,39.339,Vsense_DR  -1 <> Vsense_DR,dB,79.31716,0.391,34.691
HZ06-PSPEC2-326,Dynamic Range,DNR,"f = 1kHz, AC measurement bandwidth = 22Hz-20kHz, unweighted, boost bypassed",,77,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-1846,"VMON_DNR_bst_bypassed_3p7V(-60dB, 22-20KHz)",HZ06-MVPATE-1953,"VMON_DNR_bst_bypassed_3p7V(-60dB, 22-20KHz)",7340,Vsense_DR  -1 <> Vsense_DR,dB,78.44467,0.341,40.586,Vsense_DR  -1 <> Vsense_DR,dB,77.84461,0.35700000000000004,39.339,Vsense_DR  -1 <> Vsense_DR,dB,79.31716,0.391,34.691
HZ06-PSPEC2-139,Total Harmonic Distortion + Noise,THD+N,"f = 1kHz, speaker voltage = 3V RMS , boost on",,-65,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-1002,VMON_THD+N_8p5V,HZ06-MVPATE-1002,VMON_THD+N_8p5V,7335,Vsense_THD  -1 <> Vsense_THD,dB,63.05543,0.515,8.447,Vsense_THD  -1 <> Vsense_THD,dB,62.420880000000004,0.502,8.247,Vsense_THD  -1 <> Vsense_THD,dB,63.81462,0.604,7.62
HZ06-PSPEC2-327,Total Harmonic Distortion + Noise,THD+N,"f = 1kHz, speaker voltage = 3V RMS , boost bypassed",,TBD,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-1847,VMON_THD+N_bst_bypass_3p7V,HZ06-MVPATE-1877,VMON_THD+N_bst_bypass_3p7V,7335,Vsense_THD  -1 <> Vsense_THD,dB,63.05543,0.515,8.447,Vsense_THD  -1 <> Vsense_THD,dB,62.420880000000004,0.502,8.247,Vsense_THD  -1 <> Vsense_THD,dB,63.81462,0.604,7.62
HZ06-PSPEC2-140,Absolute Accuracy,,T A  = +25°C,,+/-1,+/-3,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-999,V_sns_abs_acc,HZ06-MVPATE-999,V_sns_abs_acc,4565,Vsns_Abs_Acc  -1 <> Vsns_Abs_Acc,mV,998.9287,2.703399,3.403,Vsns_Abs_Acc  -1 <> Vsns_Abs_Acc,mV,999.5077,2.84079,2.967,Vsns_Abs_Acc  -1 <> Vsns_Abs_Acc,mV,998.6808,2.6629,3.059
HZ06-PSPEC2-141,Passband Ripple,,f ≤ 0.42fs,-0.1,,0.1,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",No,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735,Scan_DBF  -1 <> Scan_DBF,0,0.0,0.0,n/a,Scan_DBF  -1 <> Scan_DBF,0,0.0,0.0,n/a,Scan_DBF  -1 <> Scan_DBF,0,0.0,0.0,n/a
HZ06-PSPEC2-141,Passband Ripple,,f ≤ 0.42fs,-0.1,,0.1,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",No,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a
HZ06-PSPEC2-141,Passband Ripple,,f ≤ 0.42fs,-0.1,,0.1,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",No,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725,Scan_SBF  -1 <> Scan_SBF,0,0.0,0.0,n/a,Scan_SBF  -1 <> Scan_SBF,0,0.0,0.0,n/a,Scan_SBF  -1 <> Scan_SBF,0,0.0,0.0,n/a
HZ06-PSPEC2-141,Passband Ripple,,f ≤ 0.42fs,-0.1,,0.1,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",No,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730,Scan_TDF  -1 <> Scan_TDF,0,0.0,0.0,n/a,Scan_TDF  -1 <> Scan_TDF,0,0.0,0.0,n/a,Scan_TDF  -1 <> Scan_TDF,0,0.0,0.0,n/a
HZ06-PSPEC2-142,Low Pass Filter Cutoff Frequency,,-3dB limit,0.45fs,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735,Scan_DBF  -1 <> Scan_DBF,0,0.0,0.0,n/a,Scan_DBF  -1 <> Scan_DBF,0,0.0,0.0,n/a,Scan_DBF  -1 <> Scan_DBF,0,0.0,0.0,n/a
HZ06-PSPEC2-142,Low Pass Filter Cutoff Frequency,,-3dB limit,0.45fs,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a
HZ06-PSPEC2-142,Low Pass Filter Cutoff Frequency,,-3dB limit,0.45fs,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725,Scan_SBF  -1 <> Scan_SBF,0,0.0,0.0,n/a,Scan_SBF  -1 <> Scan_SBF,0,0.0,0.0,n/a,Scan_SBF  -1 <> Scan_SBF,0,0.0,0.0,n/a
HZ06-PSPEC2-142,Low Pass Filter Cutoff Frequency,,-3dB limit,0.45fs,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730,Scan_TDF  -1 <> Scan_TDF,0,0.0,0.0,n/a,Scan_TDF  -1 <> Scan_TDF,0,0.0,0.0,n/a,Scan_TDF  -1 <> Scan_TDF,0,0.0,0.0,n/a
HZ06-PSPEC2-143,Low Pass Filter Stopband Frequency,,-40dB limit,,,0.58fs,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735,Scan_DBF  -1 <> Scan_DBF,0,0.0,0.0,n/a,Scan_DBF  -1 <> Scan_DBF,0,0.0,0.0,n/a,Scan_DBF  -1 <> Scan_DBF,0,0.0,0.0,n/a
HZ06-PSPEC2-143,Low Pass Filter Stopband Frequency,,-40dB limit,,,0.58fs,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a
HZ06-PSPEC2-143,Low Pass Filter Stopband Frequency,,-40dB limit,,,0.58fs,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725,Scan_SBF  -1 <> Scan_SBF,0,0.0,0.0,n/a,Scan_SBF  -1 <> Scan_SBF,0,0.0,0.0,n/a,Scan_SBF  -1 <> Scan_SBF,0,0.0,0.0,n/a
HZ06-PSPEC2-143,Low Pass Filter Stopband Frequency,,-40dB limit,,,0.58fs,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730,Scan_TDF  -1 <> Scan_TDF,0,0.0,0.0,n/a,Scan_TDF  -1 <> Scan_TDF,0,0.0,0.0,n/a,Scan_TDF  -1 <> Scan_TDF,0,0.0,0.0,n/a
HZ06-PSPEC2-144,Low Pass Filter Stopband Attenuation,,,40,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735,Scan_DBF  -1 <> Scan_DBF,0,0.0,0.0,n/a,Scan_DBF  -1 <> Scan_DBF,0,0.0,0.0,n/a,Scan_DBF  -1 <> Scan_DBF,0,0.0,0.0,n/a
HZ06-PSPEC2-144,Low Pass Filter Stopband Attenuation,,,40,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a
HZ06-PSPEC2-144,Low Pass Filter Stopband Attenuation,,,40,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725,Scan_SBF  -1 <> Scan_SBF,0,0.0,0.0,n/a,Scan_SBF  -1 <> Scan_SBF,0,0.0,0.0,n/a,Scan_SBF  -1 <> Scan_SBF,0,0.0,0.0,n/a
HZ06-PSPEC2-144,Low Pass Filter Stopband Attenuation,,,40,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730,Scan_TDF  -1 <> Scan_TDF,0,0.0,0.0,n/a,Scan_TDF  -1 <> Scan_TDF,0,0.0,0.0,n/a,Scan_TDF  -1 <> Scan_TDF,0,0.0,0.0,n/a
HZ06-PSPEC2-145,DVDD Power Supply Rejection Ratio (DVDD to VMON),PSRR,"No Input Signal, DVDD=1.8V, AC, f = 1kHz, 100mVP-P ripple",,100,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-146,High Pass Cutoff Frequency,,"-3dB Limit, MEAS_V_DCBLK[1:0] = 00",,0.06,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735,Scan_DBF  -1 <> Scan_DBF,0,0.0,0.0,n/a,Scan_DBF  -1 <> Scan_DBF,0,0.0,0.0,n/a,Scan_DBF  -1 <> Scan_DBF,0,0.0,0.0,n/a
HZ06-PSPEC2-146,High Pass Cutoff Frequency,,"-3dB Limit, MEAS_V_DCBLK[1:0] = 00",,0.06,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a
HZ06-PSPEC2-146,High Pass Cutoff Frequency,,"-3dB Limit, MEAS_V_DCBLK[1:0] = 00",,0.06,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725,Scan_SBF  -1 <> Scan_SBF,0,0.0,0.0,n/a,Scan_SBF  -1 <> Scan_SBF,0,0.0,0.0,n/a,Scan_SBF  -1 <> Scan_SBF,0,0.0,0.0,n/a
HZ06-PSPEC2-146,High Pass Cutoff Frequency,,"-3dB Limit, MEAS_V_DCBLK[1:0] = 00",,0.06,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730,Scan_TDF  -1 <> Scan_TDF,0,0.0,0.0,n/a,Scan_TDF  -1 <> Scan_TDF,0,0.0,0.0,n/a,Scan_TDF  -1 <> Scan_TDF,0,0.0,0.0,n/a
HZ06-PSPEC2-147,High Pass Cutoff Frequency,,"-3dB Limit, MEAS_V_DCBLK[1:0] = 01",,0.118,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735,Scan_DBF  -1 <> Scan_DBF,0,0.0,0.0,n/a,Scan_DBF  -1 <> Scan_DBF,0,0.0,0.0,n/a,Scan_DBF  -1 <> Scan_DBF,0,0.0,0.0,n/a
HZ06-PSPEC2-147,High Pass Cutoff Frequency,,"-3dB Limit, MEAS_V_DCBLK[1:0] = 01",,0.118,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a
HZ06-PSPEC2-147,High Pass Cutoff Frequency,,"-3dB Limit, MEAS_V_DCBLK[1:0] = 01",,0.118,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725,Scan_SBF  -1 <> Scan_SBF,0,0.0,0.0,n/a,Scan_SBF  -1 <> Scan_SBF,0,0.0,0.0,n/a,Scan_SBF  -1 <> Scan_SBF,0,0.0,0.0,n/a
